Archived__c,Created_At__c,Description__c,External_ID__c,Forks__c,GitHub_URL__C,License__C,Name,Open_Issues__c,Page_Views__C,Primary_Language__c,Pushed_At__c,Stargazers__C,Temp_Page_Views__C,Temp_Unique_Page_Views__c,Todays_Page_Views__c,Todays_Unique_Page_Views__c,Unique_Page_Views__c,Updated_At__c,Visibility__c,Watchers__c
FALSE,2011-01-01T00:00:00.000Z,,90,2,https://github.com/SalesforceLabs/Chatter-Usage-Dashboards,,Chatter-Usage-Dashboards,0,0,,2011-01-01T00:00:00.000Z,2,0,0,0,0,0,2019-01-01T00:00:00.000Z,Public,2
FALSE,2020-01-01T00:00:00.000Z,Pure JS/HTML/CSS salesforce.com chatter front-end.,91,0,https://github.com/SalesforceLabs/ChatterIO,BSD-3-Clause,ChatterIO,0,0,JavaScript,2020-01-01T00:00:00.000Z,0,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,0
FALSE,2020-01-01T00:00:00.000Z,,92,0,https://github.com/SalesforceLabs/ChatterMessenger,,ChatterMessenger,0,1,,2020-01-01T00:00:00.000Z,0,0,0,0,0,1,2020-01-01T00:00:00.000Z,Private,0
FALSE,2011-01-01T00:00:00.000Z,Import RSS feeds into your Chatter stream,93,7,https://github.com/SalesforceLabs/ChatterRSS,,ChatterRSS,0,3,,2011-01-01T00:00:00.000Z,6,0,0,0,0,2,2019-01-01T00:00:00.000Z,Public,6
FALSE,2013-01-01T00:00:00.000Z,Create rules to automatically unfollow everyone from records meeting your rule's criteria,94,2,https://github.com/SalesforceLabs/chatterUnfollowRules,,chatterUnfollowRules,0,9,Apex,2013-01-01T00:00:00.000Z,0,0,0,0,0,1,2019-01-01T00:00:00.000Z,Public,0
FALSE,2020-01-01T00:00:00.000Z,,95,0,https://github.com/SalesforceLabs/ClayPhillipsLWCComp,,ClayPhillipsLWCComp,0,0,Apex,2020-01-01T00:00:00.000Z,0,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,0
FALSE,2019-01-01T00:00:00.000Z,Mark all open opps closed lost with a quick action and a flow.,96,1,https://github.com/SalesforceLabs/Close-All-Open-Opps,BSD-3-Clause,Close-All-Open-Opps,0,4,,2019-01-01T00:00:00.000Z,0,0,0,0,0,4,2019-01-01T00:00:00.000Z,Public,0
FALSE,2020-01-01T00:00:00.000Z,"Closer and it's companion app on the Salesforce AppExchange allow you to create dynamic, well-organized sales presentations to your customers, and to gather analytics on the effectiveness of your sales materials.",97,1,https://github.com/SalesforceLabs/Closer,,Closer,0,7,Apex,2020-01-01T00:00:00.000Z,1,0,0,0,0,7,2020-01-01T00:00:00.000Z,Public,1
FALSE,2020-01-01T00:00:00.000Z,iPad companion app for Closer package,98,1,https://github.com/SalesforceLabs/Closer-iPad,,Closer-iPad,0,8,JavaScript,2020-01-01T00:00:00.000Z,0,0,0,0,0,5,2020-01-01T00:00:00.000Z,Public,0
FALSE,2011-01-01T00:00:00.000Z,,99,12,https://github.com/SalesforceLabs/cloud-swarm,,cloud-swarm,0,18,Apex,2015-01-01T00:00:00.000Z,7,0,0,0,0,8,2019-01-01T00:00:00.000Z,Public,7
FALSE,2020-01-01T00:00:00.000Z,Cluster analysis for Salesforce: Group records into clusters and visualize the result using ML algorithms,100,3,https://github.com/SalesforceLabs/ClusterAnalysis,BSD-3-Clause,ClusterAnalysis,0,290,JavaScript,2020-01-01T00:00:00.000Z,6,0,0,4,2,96,2020-01-01T00:00:00.000Z,Public,6
FALSE,2020-01-01T00:00:00.000Z,The CMS Content Type Creator gives you a convenient point-and-click way to create content types right inside Lightning Experience.,101,1,https://github.com/SalesforceLabs/CMSContentTypeCreator,BSD-3-Clause,CMSContentTypeCreator,0,671,HTML,2020-01-01T00:00:00.000Z,0,0,0,0,0,46,2020-01-01T00:00:00.000Z,Public,0
FALSE,2019-01-01T00:00:00.000Z,,102,1,https://github.com/SalesforceLabs/community-lightweight-signup,BSD-3-Clause,community-lightweight-signup,0,4,JavaScript,2019-01-01T00:00:00.000Z,2,0,0,0,0,4,2020-01-01T00:00:00.000Z,Public,2
FALSE,2020-01-01T00:00:00.000Z,Community Cookie Consent allows you to display a cookie notice to your customers and gain their consent when they use your community. You can configure the cookies and categories directly in Salesforce and use those to drive the user interface.,103,2,https://github.com/SalesforceLabs/CommunityCookieConsent,,CommunityCookieConsent,0,61,HTML,2020-01-01T00:00:00.000Z,0,0,0,0,0,12,2020-01-01T00:00:00.000Z,Public,0
FALSE,2011-01-01T00:00:00.000Z,,104,11,https://github.com/SalesforceLabs/Contact-Viewer,,Contact-Viewer,5,47,JavaScript,2012-01-01T00:00:00.000Z,27,0,0,0,0,27,2019-01-01T00:00:00.000Z,Public,27
FALSE,2020-01-01T00:00:00.000Z,Provides Local Time and Google Map based on a context's time zone and location.,105,0,https://github.com/SalesforceLabs/ContextualTimeAndLocation,,ContextualTimeAndLocation,0,0,,2020-01-01T00:00:00.000Z,0,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,0
FALSE,2011-01-01T00:00:00.000Z,,106,2,https://github.com/SalesforceLabs/Copy-Contact-Roles-From-Accounts-to-Opportunities,,Copy-Contact-Roles-From-Accounts-to-Opportunities,0,0,,2011-01-01T00:00:00.000Z,3,0,0,0,0,0,2019-01-01T00:00:00.000Z,Public,3
FALSE,2019-01-01T00:00:00.000Z,Gantt-Chart is a sample component that demonstrates what can be built with Lightning Web Components (LWC),107,16,https://github.com/SalesforceLabs/GanttChart,BSD-3-Clause,GanttChart,3,1912,JavaScript,2019-01-01T00:00:00.000Z,19,0,0,18,6,329,2020-01-01T00:00:00.000Z,Public,19
FALSE,2019-01-01T00:00:00.000Z,,108,1,https://github.com/SalesforceLabs/GreenCard,BSD-3-Clause,GreenCard,0,1,,2019-01-01T00:00:00.000Z,1,0,0,1,1,1,2019-01-01T00:00:00.000Z,Public,1
FALSE,2018-01-01T00:00:00.000Z,"If you are looking for an easy way to visually represent your hierarchical Salesforce data, look no further!, here is a lightning component for you. Using this component you can create highly interactive visual representation of your hierarchies",109,6,https://github.com/SalesforceLabs/Hierarchy,BSD-3-Clause,Hierarchy,1,624,JavaScript,2019-01-01T00:00:00.000Z,6,0,0,3,2,159,2020-01-01T00:00:00.000Z,Public,6
FALSE,2018-01-01T00:00:00.000Z,The versatility for kanban views enable seamless coordination among team members of various business processes across an organization and hence boosting productivity.,110,9,https://github.com/SalesforceLabs/Home-Child-Kanban,BSD-3-Clause,Home-Child-Kanban,5,179,JavaScript,2018-01-01T00:00:00.000Z,8,0,0,0,0,45,2020-01-01T00:00:00.000Z,Public,8
FALSE,2018-01-01T00:00:00.000Z,If This Then That Channel for Salesforce,111,0,https://github.com/SalesforceLabs/ifttt_salesforce,BSD-3-Clause,ifttt_salesforce,0,8,Scala,2018-01-01T00:00:00.000Z,1,0,0,0,0,5,2020-01-01T00:00:00.000Z,Public,1
FALSE,2020-01-01T00:00:00.000Z,,112,0,https://github.com/SalesforceLabs/InAppGuidanceLWC,,InAppGuidanceLWC,0,0,,2020-01-01T00:00:00.000Z,0,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,0
FALSE,2011-01-01T00:00:00.000Z,,113,9,https://github.com/SalesforceLabs/Inline-Account-Hierarchy,,Inline-Account-Hierarchy,3,59,,2011-01-01T00:00:00.000Z,8,0,0,0,0,14,2019-01-01T00:00:00.000Z,Public,8
FALSE,2019-01-01T00:00:00.000Z,Inventory Manager for Nonprofits,114,1,https://github.com/SalesforceLabs/InventoryManagerNP,,InventoryManagerNP,0,91,Apex,2020-01-01T00:00:00.000Z,4,0,0,4,1,28,2020-01-01T00:00:00.000Z,Public,4
FALSE,2020-01-01T00:00:00.000Z,,115,1,https://github.com/SalesforceLabs/IssueBox,,IssueBox,2,26,JavaScript,2020-01-01T00:00:00.000Z,2,0,0,0,0,15,2020-01-01T00:00:00.000Z,Public,2
FALSE,2020-01-01T00:00:00.000Z,"ISV Console helps your ISV team make sense of customer apps installations, expiring licenses, and customer locations with actionable items to help your team save time with common processes and convert more sales leads on the go!",116,1,https://github.com/SalesforceLabs/ISVConsole,BSD-3-Clause,ISVConsole,0,39,JavaScript,2020-01-01T00:00:00.000Z,1,0,0,0,0,6,2020-01-01T00:00:00.000Z,Public,1
FALSE,2020-01-01T00:00:00.000Z,,117,0,https://github.com/SalesforceLabs/ItchyAndScratchy,,ItchyAndScratchy,0,0,,2020-01-01T00:00:00.000Z,0,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,0
FALSE,2011-01-01T00:00:00.000Z,,118,0,https://github.com/SalesforceLabs/iwaya,,iwaya,0,0,JavaScript,2011-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2020-01-01T00:00:00.000Z,Repository for the JabberJaw messenger labs app found on the AppExchange,119,0,https://github.com/SalesforceLabs/JabberJaw,,JabberJaw,0,0,,2020-01-01T00:00:00.000Z,0,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,0
FALSE,2019-01-01T00:00:00.000Z,"For Jewish organizations on college campuses, 360 view of your constituents Note: This app requires NPSP This app is catered for Jewish leaders on college campuses enabling them to keep track of their students, alumni and donors through interactions, spiritual milestones, event attendance and fundraising efforts.",120,1,https://github.com/SalesforceLabs/JewishCampusConnections,BSD-3-Clause,JewishCampusConnections,0,3,,2019-01-01T00:00:00.000Z,0,0,0,0,0,2,2019-01-01T00:00:00.000Z,Public,0
FALSE,2012-01-01T00:00:00.000Z,,121,2,https://github.com/SalesforceLabs/leadConvertChatter,,leadConvertChatter,0,35,Visual Basic,2013-01-01T00:00:00.000Z,1,0,0,0,0,4,2019-01-01T00:00:00.000Z,Public,1
FALSE,2011-01-01T00:00:00.000Z,Lead Scoring helps rank inbound leads to your salesforce.com org.,122,17,https://github.com/SalesforceLabs/LeadScoring,,LeadScoring,1,49,,2020-01-01T00:00:00.000Z,11,0,0,3,2,13,2019-01-01T00:00:00.000Z,Public,11
FALSE,2020-01-01T00:00:00.000Z,,123,0,https://github.com/SalesforceLabs/LearnWithConnections,,LearnWithConnections,0,0,,2020-01-01T00:00:00.000Z,0,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,0
FALSE,2019-01-01T00:00:00.000Z,Lifeblood is a blood donation solution built on Salesforce Platform,124,0,https://github.com/SalesforceLabs/Lifeblood,,Lifeblood,0,0,,2019-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2018-01-01T00:00:00.000Z,Engage your audience and highlight important information using the carousel and banner components in this package. Developers can also extend this package to feature custom content.,125,0,https://github.com/SalesforceLabs/Lightning-Carousel-and-Banner,,Lightning-Carousel-and-Banner,0,12,,2018-01-01T00:00:00.000Z,0,0,0,0,0,8,2019-01-01T00:00:00.000Z,Public,0
FALSE,2020-01-01T00:00:00.000Z,,126,0,https://github.com/SalesforceLabs/LightningCommentRate,,LightningCommentRate,0,0,,2020-01-01T00:00:00.000Z,0,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,0
FALSE,2018-01-01T00:00:00.000Z,Pack of Sample Generic Lightning Components includes a Recruitment Lightning Application which demonstrates how Partners can mix and match the Package's individual Lightning Components to create a highly interactive app.,127,0,https://github.com/SalesforceLabs/LightningComponentsSamplePack-Recruiting,BSD-3-Clause,LightningComponentsSamplePack-Recruiting,0,0,JavaScript,2018-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2020-01-01T00:00:00.000Z,Whether you're a Salesforce Admin or Developer - the way you deliver messages to your users is key to building a user-friendly app! Lighting Messaging Utility gives you the tools you need to build clean and consistent messages at all times!,128,1,https://github.com/SalesforceLabs/LightningMessagingUtility,,LightningMessagingUtility,1,43,HTML,2020-01-01T00:00:00.000Z,1,0,0,1,1,12,2020-01-01T00:00:00.000Z,Public,1
FALSE,2020-01-01T00:00:00.000Z,,129,3,https://github.com/SalesforceLabs/LightningStarRatingComponent,BSD-3-Clause,LightningStarRatingComponent,0,144,JavaScript,2020-01-01T00:00:00.000Z,0,0,0,1,1,31,2020-01-01T00:00:00.000Z,Public,0
FALSE,2020-01-01T00:00:00.000Z,Simple yet flexible charting Lightning Web Component using Chart.js for admins & developers,130,4,https://github.com/SalesforceLabs/LightningWebChartJS,MIT,LightningWebChartJS,1,1721,JavaScript,2020-01-01T00:00:00.000Z,22,0,0,46,5,271,2020-01-01T00:00:00.000Z,Public,22
FALSE,2018-01-01T00:00:00.000Z,,131,3,https://github.com/SalesforceLabs/ListViewPlus,BSD-3-Clause,ListViewPlus,0,41,Apex,2018-01-01T00:00:00.000Z,11,0,0,0,0,29,2020-01-01T00:00:00.000Z,Public,11
FALSE,2013-01-01T00:00:00.000Z,,132,18,https://github.com/SalesforceLabs/Logger,NOASSERTION,Logger,4,21,JavaScript,2018-01-01T00:00:00.000Z,19,0,0,1,1,19,2019-01-01T00:00:00.000Z,Public,19
FALSE,2012-01-01T00:00:00.000Z,,133,0,https://github.com/SalesforceLabs/Loggr,,Loggr,0,0,JavaScript,2013-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2020-01-01T00:00:00.000Z,"When you run a 24x7 call centre or a follow the sun model for your call centre, it is important to know the current time for your customer or the team you are working with. This component allows you to add more than one time zone and is always visible while you are working on your case.",134,0,https://github.com/SalesforceLabs/LWCClock,BSD-3-Clause,LWCClock,0,0,JavaScript,2020-01-01T00:00:00.000Z,0,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,0
FALSE,2020-01-01T00:00:00.000Z,Developer Console UI for managing Lightning Web Components,135,0,https://github.com/SalesforceLabs/LWCDeveloperConsole,,LWCDeveloperConsole,0,0,,2020-01-01T00:00:00.000Z,0,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,0
FALSE,2020-01-01T00:00:00.000Z,A LWC component to enhance the user experience of Salesforce Records,136,0,https://github.com/SalesforceLabs/LWCRecordsUtility,BSD-3-Clause,LWCRecordsUtility,0,0,JavaScript,2020-01-01T00:00:00.000Z,0,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,0
FALSE,2011-01-01T00:00:00.000Z,,137,4,https://github.com/SalesforceLabs/Mass-Delete,,Mass-Delete,0,13,,2011-01-01T00:00:00.000Z,5,0,0,6,1,2,2019-01-01T00:00:00.000Z,Public,5
FALSE,2011-01-01T00:00:00.000Z,,138,4,https://github.com/SalesforceLabs/Mass-Lead-Converter,,Mass-Lead-Converter,1,13,,2020-01-01T00:00:00.000Z,3,0,0,0,0,4,2019-01-01T00:00:00.000Z,Public,3
FALSE,2011-01-01T00:00:00.000Z,,139,7,https://github.com/SalesforceLabs/Mass-Update-And-Mass-Edit,,Mass-Update-And-Mass-Edit,4,92,,2011-01-01T00:00:00.000Z,10,0,0,0,0,13,2019-01-01T00:00:00.000Z,Public,10
FALSE,2013-01-01T00:00:00.000Z,,140,0,https://github.com/SalesforceLabs/Meetr,,Meetr,0,0,,2013-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2011-01-01T00:00:00.000Z,Lightweight Project and Task Management for Force.com #forcedotcom,141,527,https://github.com/SalesforceLabs/Milestones-PM,,Milestones-PM,87,418,Apex,2020-01-01T00:00:00.000Z,191,0,0,5,1,136,2020-01-01T00:00:00.000Z,Public,191
FALSE,2020-01-01T00:00:00.000Z,,142,0,https://github.com/SalesforceLabs/ModularCaseTimer,,ModularCaseTimer,0,0,,2020-01-01T00:00:00.000Z,0,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,0
FALSE,2019-01-01T00:00:00.000Z,Mortgage Calculator with Lead Generation,143,1,https://github.com/SalesforceLabs/MortgageCalculatorFlow,BSD-3-Clause,MortgageCalculatorFlow,0,22,JavaScript,2019-01-01T00:00:00.000Z,1,0,0,0,0,5,2020-01-01T00:00:00.000Z,Public,1
FALSE,2020-01-01T00:00:00.000Z,In-App guidance app for Japanese Salesforce users,144,0,https://github.com/SalesforceLabs/SGuidance,,SGuidance,0,9,,2020-01-01T00:00:00.000Z,0,0,0,0,0,7,2020-01-01T00:00:00.000Z,Public,0
FALSE,2020-01-01T00:00:00.000Z,,145,0,https://github.com/SalesforceLabs/SharingInspector,,SharingInspector,6,18,Apex,2020-01-01T00:00:00.000Z,1,0,0,0,0,1,2020-01-01T00:00:00.000Z,Private,1
FALSE,2020-01-01T00:00:00.000Z,,146,0,https://github.com/SalesforceLabs/ShippingForce,,ShippingForce,0,0,,2020-01-01T00:00:00.000Z,0,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,0
FALSE,2011-01-01T00:00:00.000Z,,147,0,https://github.com/SalesforceLabs/shouldfollow,,shouldfollow,0,0,JavaScript,2011-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2018-01-01T00:00:00.000Z,Demo lightning component that can be exposed on Lightning Community to show how to use SignupRequest API to provision trial orgs,148,0,https://github.com/SalesforceLabs/signup-request-lightning,,signup-request-lightning,0,0,,2018-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2018-01-01T00:00:00.000Z,Demo node/react app that can be exposed on Heroku (for example) to show how to use SignupRequest API to provision trial orgs,149,0,https://github.com/SalesforceLabs/signup-request-node,,signup-request-node,0,0,,2018-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2011-01-01T00:00:00.000Z,,150,2,https://github.com/SalesforceLabs/Simple-Quote-Invoice-Order,,Simple-Quote-Invoice-Order,1,0,,2011-01-01T00:00:00.000Z,2,0,0,0,0,0,2019-01-01T00:00:00.000Z,Public,2
FALSE,2015-01-01T00:00:00.000Z,Contains Sample Lightning Components for Salesforce Lightning Design System,151,0,https://github.com/SalesforceLabs/sldsx,Apache-2.0,sldsx,11,0,CSS,2018-01-01T00:00:00.000Z,1,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,1
FALSE,2018-01-01T00:00:00.000Z,SMS for Flows contains Invocable Apex to send SMS messages via Twilio Messaging API.,152,1,https://github.com/SalesforceLabs/SMS-for-Flows,BSD-3-Clause,SMS-for-Flows,0,34,Apex,2019-01-01T00:00:00.000Z,2,0,0,0,0,8,2020-01-01T00:00:00.000Z,Public,2
FALSE,2020-01-01T00:00:00.000Z,,153,0,https://github.com/SalesforceLabs/StorefrontOccupancyManager,,StorefrontOccupancyManager,0,4,,2020-01-01T00:00:00.000Z,0,0,0,0,0,2,2020-01-01T00:00:00.000Z,Private,0
FALSE,2011-01-01T00:00:00.000Z,,154,2,https://github.com/SalesforceLabs/Strategic-Account-Planning,,Strategic-Account-Planning,0,2,,2011-01-01T00:00:00.000Z,2,0,0,0,0,2,2019-01-01T00:00:00.000Z,Public,2
FALSE,2020-01-01T00:00:00.000Z,StreamBoard is a standalone lightning web component that allows Chatter users to stay better connected and informed through the ability to view and interact with multiple Chatter Streams in one easy-to-use interface. Streamboard can be used on a Desktop or Mobile experience.,155,0,https://github.com/SalesforceLabs/StreamBoard,BSD-3-Clause,StreamBoard,0,0,JavaScript,2020-01-01T00:00:00.000Z,0,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,0
FALSE,2011-01-01T00:00:00.000Z,,156,42,https://github.com/SalesforceLabs/survey-force,,survey-force,2,1857,CSS,2020-01-01T00:00:00.000Z,50,0,0,9,4,549,2020-01-01T00:00:00.000Z,Public,50
FALSE,2019-01-01T00:00:00.000Z,,157,0,https://github.com/SalesforceLabs/SustainabilityApp,,SustainabilityApp,0,0,Apex,2019-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2012-01-01T00:00:00.000Z,,158,0,https://github.com/SalesforceLabs/Tasks,,Tasks,0,0,JavaScript,2012-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2020-01-01T00:00:00.000Z,"Easy to view/surf activities on record page.  Building on a simple LWC for activities on a calendar view, will show summary & preliminary details on hover, details component on the bottom for showing more information on clicking on dates/events. The additional updates will be giving users the flexibility to flag/define important events (that will be shown as well on UI, possibly using platform events) & allow users to filter the type of activities/objects/users as per record owner/user preferences.  See related records of any object as a timeline (similar to to the standard activity timeline). Customize the standard activity timeline to include related objects, external objects and configure what fields display on the timeline.",159,0,https://github.com/SalesforceLabs/TestLWC,,TestLWC,0,1,JavaScript,2020-01-01T00:00:00.000Z,1,0,0,0,0,1,2020-01-01T00:00:00.000Z,Private,1
FALSE,2020-01-01T00:00:00.000Z,"An app to create meeting agendas and to facilitate virtual meetings, with ballots and evaluation forms.",160,1,https://github.com/SalesforceLabs/Toastmasters,BSD-3-Clause,Toastmasters,0,21,JavaScript,2020-01-01T00:00:00.000Z,1,0,0,0,0,9,2020-01-01T00:00:00.000Z,Public,1
FALSE,2019-01-01T00:00:00.000Z,"Create a culture of continuous learning. Turbocharge how you onboard new employees, no matter their speed. Pacers, runners, or sprinters: we've got everyone covered. Get, set, go!",161,2,https://github.com/SalesforceLabs/Trekkr,BSD-3-Clause,Trekkr,0,38,JavaScript,2019-01-01T00:00:00.000Z,1,0,0,0,0,11,2020-01-01T00:00:00.000Z,Public,1
FALSE,2019-01-01T00:00:00.000Z,Troubleshoot My Device is a flow template solution to troubleshoot customer issue in a whole new way.,162,1,https://github.com/SalesforceLabs/TroubleshootMyDevice,BSD-3-Clause,TroubleshootMyDevice,0,9,JavaScript,2019-01-01T00:00:00.000Z,1,0,0,0,0,8,2019-01-01T00:00:00.000Z,Public,1
FALSE,2011-01-01T00:00:00.000Z,,163,4,https://github.com/SalesforceLabs/Unit-Test-Examples,,Unit-Test-Examples,1,28,,2020-01-01T00:00:00.000Z,3,0,0,0,0,8,2019-01-01T00:00:00.000Z,Public,3
FALSE,2019-01-01T00:00:00.000Z,App that allows a constituent to unsubscribe from all emails from an organization,164,2,https://github.com/SalesforceLabs/UnsubscribeLink,BSD-3-Clause,UnsubscribeLink,0,84,,2019-01-01T00:00:00.000Z,2,0,0,0,0,25,2020-01-01T00:00:00.000Z,Public,2
FALSE,2018-01-01T00:00:00.000Z,"Utility Bot is a versatile chatbot for utility service providers multipurpose needs. It provides utility service providers’ customers with real time information on outage and can  handle requests like transfer/stop service, and energy usage. It can be easily adapted to the needs of different types of utility service providers.",165,2,https://github.com/SalesforceLabs/UtilityBot,BSD-3-Clause,UtilityBot,0,149,Apex,2018-01-01T00:00:00.000Z,2,0,0,1,1,36,2019-01-01T00:00:00.000Z,Public,2
FALSE,2020-01-01T00:00:00.000Z,This lightning web component allows users to play video files natively in Salesforce. No need to download a video file to view it. There is also no need to transfer the video file to a third party service.,166,2,https://github.com/SalesforceLabs/VideoViewer,BSD-3-Clause,VideoViewer,0,226,JavaScript,2020-01-01T00:00:00.000Z,2,0,0,14,3,61,2020-01-01T00:00:00.000Z,Public,2
FALSE,2018-01-01T00:00:00.000Z,"This component will notify you when another user is also viewing the same record as you, to help reduce conflict when saving records.",167,0,https://github.com/SalesforceLabs/Whos-Viewing-My-Record,,Whos-Viewing-My-Record,0,0,,2018-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2020-01-01T00:00:00.000Z,,168,0,https://github.com/SalesforceLabs/WishYourColleague,MIT,WishYourColleague,0,9,JavaScript,2020-01-01T00:00:00.000Z,0,0,0,0,0,2,2020-01-01T00:00:00.000Z,Private,0
FALSE,2019-01-01T00:00:00.000Z,The provided Flow Template gives a great base point for those who are starting with building out FSL Mobile Flows,169,0,https://github.com/SalesforceLabs/WorkOrderUtilityFlow,,WorkOrderUtilityFlow,0,0,,2019-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2020-01-01T00:00:00.000Z,Drag and drop a world clock component on to your page. Configure up to four timezones for your end users.,170,0,https://github.com/SalesforceLabs/WorldClock,,WorldClock,0,0,,2020-01-01T00:00:00.000Z,0,0,0,0,0,0,2020-01-01T00:00:00.000Z,Private,0
FALSE,2019-01-01T00:00:00.000Z,Deliver consistent onboarding experiences for your partners,171,0,https://github.com/SalesforceLabs/Partner-Onboarding,BSD-3-Clause,Partner-Onboarding,0,0,Apex,2019-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2018-01-01T00:00:00.000Z,"Easily create robust questionnaires to email to potential partners, who are saved as leads in your org. Once a questionnaire is completed by the potential partner, the lead owner is notified.",172,0,https://github.com/SalesforceLabs/Partner-Recruitement-App,BSD-3-Clause,Partner-Recruitement-App,0,0,JavaScript,2018-01-01T00:00:00.000Z,2,0,0,0,0,0,2019-01-01T00:00:00.000Z,Public,2
FALSE,2018-01-01T00:00:00.000Z,"This app is used to support the on-boarding and progression of Partners via the Channel Program data model in a Gamified way. Through custom processes they can set what specific activities earns points and reaching the threshold, the member can level.",173,3,https://github.com/SalesforceLabs/PartnerAdoptionApp,BSD-3-Clause,PartnerAdoptionApp,0,6,Apex,2019-01-01T00:00:00.000Z,2,0,0,0,0,4,2019-01-01T00:00:00.000Z,Public,2
FALSE,2018-01-01T00:00:00.000Z,"Flow actions (via Twilio Authy) that can be used to verify a customer from UI, BOT etc",174,1,https://github.com/SalesforceLabs/PhoneVerificationLabapp,NOASSERTION,PhoneVerificationLabapp,1,2,Apex,2018-01-01T00:00:00.000Z,1,0,0,0,0,1,2019-01-01T00:00:00.000Z,Public,1
FALSE,2011-01-01T00:00:00.000Z,Connect with fellow conference attendees from your geo-aware mobile device.,175,2,https://github.com/SalesforceLabs/piazza,,piazza,2,7,JavaScript,2012-01-01T00:00:00.000Z,20,0,0,2,2,6,2019-01-01T00:00:00.000Z,Public,20
FALSE,2011-01-01T00:00:00.000Z,,176,0,https://github.com/SalesforceLabs/piazza-dev,,piazza-dev,12,0,JavaScript,2011-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
FALSE,2020-01-01T00:00:00.000Z,,177,0,https://github.com/SalesforceLabs/Plottify,,Plottify,0,28,JavaScript,2020-01-01T00:00:00.000Z,0,0,0,1,1,8,2020-01-01T00:00:00.000Z,Private,0
FALSE,2019-01-01T00:00:00.000Z,"Track how often Process Builder, Flow and Apex automations are used.",178,1,https://github.com/SalesforceLabs/ProcessAutomationTracking,BSD-3-Clause,ProcessAutomationTracking,0,7,Apex,2019-01-01T00:00:00.000Z,2,0,0,0,0,6,2020-01-01T00:00:00.000Z,Public,2
FALSE,2011-01-01T00:00:00.000Z,,179,3,https://github.com/SalesforceLabs/Project-And-Issue-Management,,Project-And-Issue-Management,0,4,,2011-01-01T00:00:00.000Z,4,0,0,0,0,1,2019-01-01T00:00:00.000Z,Public,4
FALSE,2018-01-01T00:00:00.000Z,ProposalForce is a Request for Proposal management solution,180,3,https://github.com/SalesforceLabs/ProposalForce,BSD-3-Clause,ProposalForce,0,52,JavaScript,2018-01-01T00:00:00.000Z,2,0,0,0,0,16,2020-01-01T00:00:00.000Z,Public,2
FALSE,2019-01-01T00:00:00.000Z,A Quick Community User Provisioning setup enabling users to effectively enable community users from contact records fast,181,1,https://github.com/SalesforceLabs/Quick-Community-User-Provisioning,BSD-2-Clause,Quick-Community-User-Provisioning,1,28,JavaScript,2020-01-01T00:00:00.000Z,2,0,0,0,0,16,2020-01-01T00:00:00.000Z,Public,2
FALSE,2019-01-01T00:00:00.000Z,A Flow to allow agents to create case quickly at any Salesforce page,182,0,https://github.com/SalesforceLabs/QuickCaseCreationFlow,NOASSERTION,QuickCaseCreationFlow,0,0,,2019-01-01T00:00:00.000Z,0,0,0,0,0,0,2019-01-01T00:00:00.000Z,Private,0
